,text,day,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
635,"['Mid', 'Morning', 'Daily', '$iwm', 'quick', 'glance', 'waves', 'trends', 'RSI', 'amp', 'perspective', 'gt', 'gt', 'gt']",T,2014-10-28,14:09:57,Z,28502993,IWM,[u'suggested'],24101,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
636,"['Don', '39t', 'Be', 'Afraid', 'Of', 'The', 'Boogeyman', '$STUDY', 'halloween', 'fed', 'stocks']",T,2014-10-28,14:09:29,Z,28502950,STUDY,[u'suggested'],9814,11575,,[],,,evil_speculator
637,"['Sold', 'to', 'close', '$SHLD', 'expiring', 'strike-37\xc2\xbd', 'p', 'for', '48', 'net', 'gain']",T,2014-10-28,14:09:24,Z,28502942,SHLD,[u'suggested'],15876,2314,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,bearcharts
638,"['$BABA', 'over', '$100', 'Maybe', 'Jack', 'Ma', 'will', 'now', 'go', 'buy', 'something', 'online']",T,2014-10-28,14:09:19,Z,28502935,BABA,"[u'suggested', u'official']",14649,23887,,[],Novice,Long Term Investor,lamonicabuzz
639,"['Short', '$ANGI', 'above', '7']",T,2014-10-28,14:08:12,Z,28502833,ANGI,[u'suggested'],15876,2314,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,bearcharts
640,"['Covered', '$TWTR', 'weekly', 'short', '55', 'c', 'at', '1', 'for', '104', 'net', 'gain', 'from', 'Mon', 'Shorted', '$TWTR', 'weekly', '45', 'c']",T,2014-10-28,14:08:01,Z,28502818,TWTR,[u'suggested'],15876,2314,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,bearcharts
641,"['Right', 'this', 'second', 'I', 'show', '$FB', 'options', 'predicting', 'a', '666', 'earnings', 'move', 'SignOfTheZuck']",T,2014-10-28,14:07:48,Z,28502801,FB,"[u'suggested', u'official']",13160,14,Technical,"[u'Equities', u'Options']",,Day Trader,agwarner
642,"['$IWM', '138', '$QQQ', '89', '$SPY', '54', '$DIA', '36', 'Small', 'caps', 'leading', 'the', 'rally', 'today']",T,2014-10-28,14:07:43,Z,28502794,DIA,[u'suggested'],24772,186026,Technical,[u'Options'],Professional,Swing Trader,TraderRL23
643,"['$GPRO', 'intraday', 'flag']",T,2014-10-28,14:07:24,Z,28502765,GPRO,[u'suggested'],28764,1769,Technical,[u'Equities'],Professional,Day Trader,szaman
644,"['short', '$SPY', 'against', '19750']",T,2014-10-28,14:07:17,Z,28502755,SPY,"[u'suggested', u'official']",21215,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
645,"['Here', '39s', 'the', 'wonder', 'drug', 'that', 'will', 'quadruple', '$GILD', '39s', '3rd', 'quarter', 'profits', 'via', '@YahooFinance', '@Estimize']",T,2014-10-28,14:06:50,Z,28502685,GILD,[u'suggested'],21179,3295,Fundamental,[u'Equities'],Intermediate,Long Term Investor,WallStreetBean
646,"['Fly', 'Sell', '$TNA', 'Trading', 'Algorithms', 'with', 'The', 'Fly']",T,2014-10-28,14:06:07,Z,28502603,TNA,[u'suggested'],17609,26553,Fundamental,[u'Equities'],Professional,Swing Trader,The_Real_Fly
647,"['$TWTR', '$PFE', '$XOM', '$NFLX', '$V', 'Sector', 'Stalwarts', 'Enter', 'the', 'Earnings', 'Hot', 'Zone']",T,2014-10-28,14:05:31,Z,28502527,NFLX,[u'suggested'],415,10127,Technical,[u'Equities'],Professional,Swing Trader,TomAspray
648,"['$TWTR', 'just', 'now', 'partially', 'moving', 'into', 'the', 'up-gap', 'from', 'July', '30th', 'If', 'we', 'fail', 'here', 'then', 'its', 'high', '$39', 's']",T,2014-10-28,14:04:51,Z,28502455,TWTR,"[u'suggested', u'official']",1979,55714,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,steadytrader
649,"['quot', '@1nvestor', 'Trade', 'Idea', 'for', '$MTW', 'Earnings', 'notes', 'on', 'chart', 'priced', 'in', 'Risk', 'to', 'the', 'Upside', 'now', 'Manitowoc', 'Co', 'quot']",T,2014-10-28,14:03:31,Z,28502300,MTW,"[u'suggested', u'official']",29443,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
650,"['$BABA', 'testing', 'immediate', 'resistance', 'on', 'the', '30min', 'chart']",T,2014-10-28,14:03:14,Z,28502282,BABA,"[u'suggested', u'official']",22118,33203,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,carsondahlberg
651,"['$AMZN', 'HOD', 'D', 'Nice']",T,2014-10-28,14:03:09,Z,28502273,AMZN,[u'suggested'],3189,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
652,"['flat', '$YHOO', 'from', 'the', 'friday', '43', 'break', 'playing', '$BABA', 'for', 'another', '1-3', 'points']",T,2014-10-28,14:03:03,Z,28502263,YHOO,"[u'suggested', u'official']",21214,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
653,"['This', 'is', 'why', 'the', 'just', 'reported', 'consumer', 'confidence', 'figure', 'is', 'important', '$spy', '$dia', '$qqq', '$study', '$IWM']",T,2014-10-28,14:02:58,Z,28502253,DIA,"[u'suggested', u'official']",1174,237666,Value,"[u'Equities', u'Options', u'Forex', u'Bonds']",Professional,Position Trader,SeanDavid
654,"['$fcx', 'breaking', 'down', 'on', 'earnings', 'does', 'it', 'stick', 'thru', 'the', 'CC']",T,2014-10-28,14:01:57,Z,28502136,FCX,"[u'suggested', u'official']",1315,18652,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,a_jackson
655,"['US', 'OCT', 'CONSUMER', 'CONFIDENCE', 'RISES', 'TO', '945', 'VS', '890', '$SPY', '$MACRO']",T,2014-10-28,14:01:46,Z,28502121,SPY,[u'suggested'],529,53387,Technical,[u'Futures'],Professional,Day Trader,TopstepTrader
656,"['WHOO', 'nice', 'day', 'so', 'far', '$SPY']",T,2014-10-28,14:01:30,Z,28502087,SPY,[u'suggested'],3188,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
657,"['Big', 'beat', 'US', 'consumer', 'confidence', 'index', '945', 'in', 'Oct', 'vs', '86', 'in', 'Sept', '$MACRO']",T,2014-10-28,14:01:09,Z,28502045,MACRO,"[u'suggested', u'official']",13684,41047,,[u'Equities'],Intermediate,,eyeonequities
658,"['US', 'Consumer', 'Confidence', 'Oct', 'MM', '945', 'vs', 'Exp87', 'Prev', '86', '$EURUSD', '$MACRO', '$ESF']",T,2014-10-28,14:00:37,Z,28502000,ES_F,"[u'suggested', u'official']",35886,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
659,"['A', 'lot', 'of', 'your', 'retailers', 'taking', 'a', 'beating', 'today', '$ANF', '$ROST', '$COH', 'etc']",T,2014-10-28,14:00:10,Z,28501944,ROST,"[u'suggested', u'official']",2188,32071,Technical,"[u'Equities', u'Futures']",Professional,Swing Trader,SharePlanner
660,"['US', 'Richmond', 'Fed', 'Manufacturing', 'Index', 'Oct', 'MM', '20', 'vs', 'Exp', '11', 'Prev', '14', '$EURUSD', '$MACRO', '$ESF']",T,2014-10-28,13:59:56,Z,28501908,ES_F,"[u'suggested', u'official']",35885,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
661,"['ICYMI', '$FB', 'Here', '39s', 'how', 'Facebook', 'has', 'traded', 'after', 'past', 'earnings', 'reports']",T,2014-10-28,13:59:18,Z,28501857,FB,[u'suggested'],24772,186026,Technical,[u'Options'],Professional,Swing Trader,TraderRL23
662,"['NOTE', '$DJT', 'new', 'ATH', 'print', 'this', 'morning', '$IYT', '$ESF', 'now', '800']",T,2014-10-28,13:58:29,Z,28501768,ES_F,[u'suggested'],3092,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
663,"['Watching', '$ANET', 'here', 'it', '39s', 'been', 'pretty', 'tight', 'last', 'few', 'days', 'not', 'participating', 'today', 'could', 'play', 'catch', 'up', '$QQQ']",T,2014-10-28,13:58:20,Z,28501750,QQQ,[u'suggested'],17534,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
664,"['Market', 'Monitor', 'by', 'Style', '$MACRO', '$BONDSLW', 'amp', 'YTD', '$STUDY', '$TLT', '$SPY', '$IWD', 'markets', 'investing', 'etf']",T,2014-10-28,13:58:08,Z,28501730,IWD,"[u'suggested', u'official']",23131,285167,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Long Term Investor,Inst_Insider
665,"['$AAPL', '$106']",T,2014-10-28,13:57:06,Z,28501647,AAPL,[u'suggested'],529,53387,Technical,[u'Futures'],Professional,Day Trader,TopstepTrader
666,"['$TWTR', 'Investors', 'Adjust', 'Expectations', 'This', 'Earnings', 'Season', '$FB']",T,2014-10-28,13:57:05,Z,28501646,FB,"[u'suggested', u'official']",146,410488,,[],,,Institutional_Investor
667,"['Daily', 'Price', 'Action', 'E-mini', 'S', 'ampP', '500', '$ESF']",T,2014-10-28,13:56:55,Z,28501626,ES_F,"[u'suggested', u'official']",1106,193178,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,,FuturesMagazine
668,"['Market', 'is', 'trading', 'like', 'QE', 'won', '39t', 'end', 'any', 'time', 'soon', '$QQQ', '$SPY']",T,2014-10-28,13:56:09,Z,28501536,SPY,"[u'suggested', u'official']",30274,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
669,"['$RWLK', 'beast', 'mode']",T,2014-10-28,13:55:48,Z,28501510,RWLK,[u'suggested'],28762,1769,Technical,[u'Equities'],Professional,Day Trader,szaman
670,"['BtC', 'Oct', '31w', '58', 'Calls', 'in', '$TWTR', 'for', '01', 'debit', 'frees', 'up', 'margin', 'Options', 'Net', 'now', '$04', 'Put', 'Fly', 'amp', 'short', 'stock', 'remain']",T,2014-10-28,13:55:26,Z,28501465,TWTR,"[u'suggested', u'official']",29442,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
671,"['quot', '@JFinDallas', 'Money', 'flowing', 'into', 'cloudsoftwaredata', 'again', 'this', 'AM', '$NOW', '$WDAY', '$SPLK', '$DATA', '$N', 'quot']",T,2014-10-28,13:54:51,Z,28501408,DATA,"[u'suggested', u'official']",30275,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
672,"['2', 'recent', 'examples', 'where', 'surprises', 'followed', 'price', '$RCPT', 'to', 'the', 'upside', 'and', '$TWTR', 'to', 'the', 'downside']",T,2014-10-28,13:54:15,Z,28501345,TWTR,"[u'suggested', u'official']",30274,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
673,"['$orly', 'hit', 'new', 'all', 'timers']",T,2014-10-28,13:54:05,Z,28501330,ORLY,[u'suggested'],24099,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
674,"['Money', 'flowing', 'into', 'cloudsoftwaredata', 'again', 'this', 'AM', '$NOW', '$WDAY', '$SPLK', '$DATA', '$N', 'vertical', 'out', 'of', 'the', 'gate', 'taking', 'some', 'more', 'off', 'the', 'table']",T,2014-10-28,13:53:30,Z,28501284,DATA,[u'suggested'],17533,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
675,"['Some', 'nice', 'plays', 'from', 'watch', 'list', '$INFN', '$RWLK', '$MBLY', '$ACAD', '$ISIS']",T,2014-10-28,13:52:30,Z,28501188,ACAD,[u'suggested'],28762,1769,Technical,[u'Equities'],Professional,Day Trader,szaman
676,"['$AZSEY', 'Allianz', 's', 'Gross', 'Problem', 'More', 'Than', 'Just', 'the', 'Bond', 'King', '$BONDS', '$PHK', '$PTY']",T,2014-10-28,13:52:12,Z,28501169,AZSEY,"[u'suggested', u'official']",145,410488,,[],,,Institutional_Investor
677,"['$ACHN', 'Sold', 'half', '@', '1249', 'Will', 'trail', 'the', 'rest']",T,2014-10-28,13:51:55,Z,28501141,ACHN,[u'suggested'],23873,143396,Technical,[u'Equities'],Intermediate,Swing Trader,BenCBanks
678,"['$FB', '065', 'sets', 'another', 'new', 'ATH', 'with', 'earnings', 'after', 'the', 'close', 'stockaction']",T,2014-10-28,13:50:19,Z,28500969,FB,[u'suggested'],3091,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
679,"['$HAIN', 'setting', 'up', 'for', 'a', 'potential', 'breakout', 'It', 'reports', 'earnings', 'next', 'week']",T,2014-10-28,13:48:52,Z,28500829,HAIN,"[u'suggested', u'official']",30274,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
680,"['Liquidity', 'is', 'measured', 'by', 'limit', 'orders', 'above', 'the', 'offer', 'and', 'below', 'the', 'bid', '$ESF', '$SPY']",T,2014-10-28,13:48:47,Z,28500820,ES_F,[u'suggested'],7264,119747,Technical,[u'Futures'],Professional,Day Trader,AheadoftheNews
681,"['$fb', 'all', 'timers']",T,2014-10-28,13:48:06,Z,28500774,FB,[u'suggested'],24099,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
682,"['Quite', 'a', 'reversal', 'from', 'premarket', 'on', '$WHR', 'rocket', 'ship']",T,2014-10-28,13:47:44,Z,28500733,WHR,"[u'suggested', u'official']",62721,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
683,"['Liking', 'that', 'pop', 'in', '$PCYC', 'today']",T,2014-10-28,13:46:59,Z,28500665,PCYC,[u'suggested'],30808,22227,Fundamental,[u'Equities'],Intermediate,Long Term Investor,abubnic
684,"['quot', '@Tstrar', '$CELG', 'unbelievable', 'quot', 'balloon', 'city']",T,2014-10-28,13:46:53,Z,28500654,CELG,[u'suggested'],24099,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
685,"['Reloading', '$GLOG', 'long', 'lt1962', 'ave', '5', 'of', 'accounts', 'Core', 'attempt', 'been', 'a', 'while', 'out', 'since', 'March']",T,2014-10-28,13:46:29,Z,28500621,GLOG,[u'suggested'],1986,23902,Growth,"[u'Equities', u'Futures']",Professional,Position Trader,Centrifugal
686,"['Crude', 'bear', 'on', 'schedule', '$CLF']",T,2014-10-28,13:46:14,Z,28500599,CL_F,"[u'suggested', u'official']",1106,193178,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,,FuturesMagazine
687,"['Crude', 'has', 'multi', 'timeframed', 'support', 'between', '71-73', '$CLF', '$OIL', '$USO']",T,2014-10-28,13:45:54,Z,28500572,CL_F,"[u'suggested', u'official']",22117,33203,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,carsondahlberg
688,"['You', 'could', 'buy', 'a', 'caviar', 'breakfast', 'with', 'your', 'earnings', 'here', 'Trade', 'Ideas', 'for', '$BWLD', 'Earnings', 'or']",T,2014-10-28,13:45:51,Z,28500565,BWLD,"[u'suggested', u'official']",62721,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
689,"['$NLNCA', 'Wunderlich', 'initiates', 'coverage', 'with', 'a', 'buy', 'rating']",T,2014-10-28,13:45:53,Z,28500570,NLN.CA,[u'suggested'],861,1473,Growth,[u'Equities'],Intermediate,Long Term Investor,irwebreport
690,"['You', 'could', 'buy', 'a', 'caviar', 'breakfast', 'with', 'your', 'earnings', 'here', 'Trade', 'Ideas', 'for', '$BWLD', 'Earnings', 'or']",T,2014-10-28,13:45:51,Z,28500565,BWLD,"[u'suggested', u'official']",62721,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
691,"['$NLNCA', 'Wunderlich', 'initiates', 'coverage', 'with', 'a', 'buy', 'rating']",T,2014-10-28,13:45:53,Z,28500570,NLN.CA,[u'suggested'],861,1473,Growth,[u'Equities'],Intermediate,Long Term Investor,irwebreport
692,"['big', 'market', 'moves', 'in', 'illiquid', 'futures', 'markets', 'is', 'setting', 'up', 'a', 'world', 'of', 'pain', 'after', 'FOMC', '$ESF', '$SPY']",T,2014-10-28,13:45:25,Z,28500523,ES_F,[u'suggested'],7281,119747,Technical,[u'Futures'],Professional,Day Trader,AheadoftheNews
693,"['NOTE', 'Key', '$MACRO', 'scheduled', 'for', '1000', 'am', 'ET', '$ESF', '600', '$NQF', '2700']",T,2014-10-28,13:45:06,Z,28500486,ES_F,[u'suggested'],3091,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
694,"['$IBB', 'with', '8', 'consecutive', 'positive', 'quarters', 'in', 'a', 'row', 'so', 'far']",T,2014-10-28,13:44:51,Z,28500463,IBB,"[u'suggested', u'official']",30278,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
695,"['Monday', 'In', 'Review', '$AMGN', '$MRK', '$KSS']",T,2014-10-28,13:44:38,Z,28500447,AMGN,"[u'suggested', u'official']",306,296805,,[],,,TalkMarkets
696,"['quot', '@khoaphan', '$BABA', 'join', '@ClueLess8', '@Weston', 'And', 'myself', 'in', 'printing', 'money', 'Look', 'at', 'Clue', '39s', 'account', 'chatroom', 'for', 'details', 'quot', 'ClueLess8', 'Wins']",T,2014-10-28,13:43:39,Z,28500364,BABA,[u'suggested'],18659,74552,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,ClueLess8
697,"['S', 'ampP500', 'back', 'up', 'above', '50-day', 'moving', 'average', 'after', 'spending', 'a', 'month', 'below', '$SPX', '$SPY']",T,2014-10-28,13:43:02,Z,28500318,SPX,[u'suggested'],4688,1406,Global Macro,"[u'Equities', u'Bonds']",Professional,Position Trader,macroQmicro
698,"['quot', '@elonmusk', 'Article', 'in', '@WSJ', 're', 'Tesla', 'sales', 'is', 'incorrect', 'September', 'was', 'a', 'record', 'high', 'WW', 'and', 'up', '65', 'year-over-year', 'in', 'North', 'America', 'quot', '$TSLA']",T,2014-10-28,13:41:44,Z,28500194,TSLA,"[u'suggested', u'official']",29442,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
699,"['$idcc', 'nice', 'follow', 'thru', 'guys']",T,2014-10-28,13:41:32,Z,28500178,IDCC,[u'suggested'],24099,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
700,"['Today', '39s', 'Trading', 'Plan', 'Dip', 'Buyers', 'Offer', 'Support', '$SPX', '$STUDY']",T,2014-10-28,13:41:15,Z,28500163,SPX,"[u'suggested', u'official']",2186,32071,Technical,"[u'Equities', u'Futures']",Professional,Swing Trader,SharePlanner
701,"['Semis', '$SMH', 'lagging', 'the', '$NQF', 'now', '28', 'handles', 'in', 'early', 'trading']",T,2014-10-28,13:40:09,Z,28500088,SMH,[u'suggested'],3091,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
702,"['Will', 'sell', 'half', 'of', '$ACHN', 'into', '1250ish', 'if', 'it', 'gets', 'there']",T,2014-10-28,13:39:57,Z,28500073,ACHN,[u'suggested'],23871,143396,Technical,[u'Equities'],Intermediate,Swing Trader,BenCBanks
703,"['$NQF', 'running', 'stops', 'since', 'breaking', 'out', 'gt', '4046', 'Zero', 'liquidity', 'continues', '$ESF', 'dom', 'as', 'empty', 'as', 'it', 'gets']",T,2014-10-28,13:39:12,Z,28500006,ES_F,[u'suggested'],7264,119747,Technical,[u'Futures'],Professional,Day Trader,AheadoftheNews
704,"['$TWTR', 'testing', 'immediate', 'support', 'between', '41-43']",T,2014-10-28,13:38:55,Z,28499977,TWTR,"[u'suggested', u'official']",22117,33203,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,carsondahlberg
705,"['$ACHN', 'another', 'biotech', 'trying', 'to', 'break', 'out']",T,2014-10-28,13:38:18,Z,28499924,ACHN,"[u'suggested', u'official']",30278,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
706,"['Dumped', 'SPY', '196', 'calls', '$SPX']",T,2014-10-28,13:38:05,Z,28499913,SPX,[u'suggested'],8356,9448,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Position Trader,MarzBonfire
707,"['Morning', 'Call', '$LH', '$NBL', '$MLM', '$PCG', '$MWV', '$GLW', '$CMI', '$AN', '$AVB', '$HLS', '$GGP']",T,2014-10-28,13:37:04,Z,28499844,AN,"[u'suggested', u'official']",306,296805,,[],,,TalkMarkets
708,"['$ACHN', 'trying', 'to', 'get', 'going', 'this', 'morning', 'Looks', 'good']",T,2014-10-28,13:37:00,Z,28499841,ACHN,[u'suggested'],23871,143396,Technical,[u'Equities'],Intermediate,Swing Trader,BenCBanks
709,"['$MSG', 'back', 'door', 'all', 'timers', 'stealth', 'and', 'millions', 'pass', 'every', 'year']",T,2014-10-28,13:36:56,Z,28499834,MSG,[u'suggested'],24099,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
710,"['$RWLK', 'prettay']",T,2014-10-28,13:35:53,Z,28499752,RWLK,[u'suggested'],1377,184733,Technical,"[u'Equities', u'Futures', u'Bonds']",Intermediate,,MoenchArt
711,"['NASDAQ', 'making', 'a', 'clean', 'break', 'above', 'its', '50DMA', 'now', 'S', 'ampP500', 'right', 'behind', 'it', '$QQQ', '$SPY']",T,2014-10-28,13:35:27,Z,28499712,SPY,[u'suggested'],26183,1402,Technical,"[u'Equities', u'Options', u'Forex']",Intermediate,Swing Trader,DrDuru
712,"['added', 'a', 'Nov', '85Oct', '31', '7974', 'collar', 'to', '$FB', 'for', '11c', 'credit']",T,2014-10-28,13:35:09,Z,28499689,FB,"[u'suggested', u'official']",62721,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
713,"['$TWTR', 'While', 'Twitter', 'look', 'frightful', 'all', 'Eyes', 'are', 'on', 'Facebook', 'earnings', '$FB']",T,2014-10-28,13:35:06,Z,28499685,FB,"[u'suggested', u'official']",145,410488,,[],,,Institutional_Investor
714,"['New', 'all-time', 'highs', 'for', '$RCPT', 'on', 'its', '2nd', 'week', 'on', 'the', 'SL50', 'list']",T,2014-10-28,13:34:35,Z,28499649,RCPT,"[u'suggested', u'official']",22788,23986,,[],Professional,,SL50
715,"['Janney', 'Capital', 'cutting', 'numbers', 'on', '$MCD', 'for', '2015', 'and', '2016']",T,2014-10-28,13:34:19,Z,28499625,MCD,"[u'suggested', u'official']",35883,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
716,"['quot', '@SunriseTrader', '$CAT', '100', 'roll', 'on', 'deck', 'still', 'holding', 'entry', 'posted', 'quot', 'lt', 'nicely', 'done', '$CMI', 'report', 'a', 'boost', 'today']",T,2014-10-28,13:34:17,Z,28499624,CAT,"[u'suggested', u'official']",29441,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
717,"['Pre-Open', 'Stock', 'Movers', '1028', '$RCPT', '$TRNX', '$VDSI', '$MSG', 'Higher', '$TWTR', '$AMKR', '$CVLT', 'Lower', 'more']",T,2014-10-28,13:34:05,Z,28499609,AMKR,"[u'suggested', u'official']",48220,8203,Fundamental,[u'Equities'],Professional,,Street_Insider
718,"['$cybr', 'watch', 'this', 'for', 'red', 'to', 'green', 'had', 'the', 'juice', 'yesterday']",T,2014-10-28,13:34:09,Z,28499613,CYBR,[u'suggested'],19055,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
719,"['Alibaba', 'CEO', 'Jack', 'Ma', 'says', 'he', '39s', 'liked', 'to', 'make', 'payment', 'deals', 'with', 'Apple', 'movie', 'deals', 'w', 'hollywood', '$BABA', '$AAPL']",T,2014-10-28,13:34:05,Z,28499608,AAPL,[u'suggested'],12376,7202,Fundamental,[],,,nancefinance
720,"['$SPY', 'stocks', 'w', '12', 'RRRs', '$ADI', '$AES', '$BA', '$BAX', '$CCE', '$ETFC', '$FLIR', '$FLR', '$FOXA', '$GE', 'amp', 'more']",T,2014-10-28,13:33:55,Z,28499594,ETFC,"[u'suggested', u'official']",22117,33203,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,carsondahlberg
721,"['adding', 'a', 'Stop', 'at', 'BE', 'on', 'the', 'short', 'stock', 'piece', 'in', '$TWTR', 'hedge', 'Option', 'pieces', 'remain', 'for', 'now', 'Put', 'Fly', 'amp', 'S', 'Calls']",T,2014-10-28,13:33:25,Z,28499556,TWTR,"[u'suggested', u'official']",29442,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
722,"['Most', 'have', 'acknowledged', '3Q14', '$SPX', 'earnings', 'have', 'turned', 'out', 'better', 'than', 'feared', 'however', 'few', 'have', 'noticed', 'the', 'deteriorating', '4Q14', 'EPS', 'estimates']",T,2014-10-28,13:32:59,Z,28499521,SPX,"[u'suggested', u'official']",18286,270059,Fundamental,"[u'Equities', u'Options', u'Forex', u'Bonds']",Professional,Long Term Investor,TheEarningsScout
723,"['Fired', 'up', 'over', 'wood', 'pellets', 'Enviva', 'Partners', 'LP', 'files', 'for', 'a', '$100', 'million', 'IPO', '$EVA', '$CG', '$IPO', 'IPO']",T,2014-10-28,13:32:19,Z,28499473,CG,"[u'suggested', u'official']",40424,67015,Fundamental,[u'Equities'],Professional,Long Term Investor,IPOtweet
724,"['Year', '39s', '2', 'IPO', 'Dog', 'diarrhea', 'biotech', 'Jaguar', 'Animal', 'Health', 'sets', 'terms', 'for', '$40', 'million', 'IPO', '$JAGX', '$PARN', '$FRPT', '$IPO', 'IPO']",T,2014-10-28,13:32:19,Z,28499474,FRPT,"[u'suggested', u'official']",40424,67015,Fundamental,[u'Equities'],Professional,Long Term Investor,IPOtweet
725,"['$CAT', '100', 'roll', 'on', 'deck', 'still', 'holding', 'entry', 'posted']",T,2014-10-28,13:31:46,Z,28499439,CAT,[u'suggested'],14731,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
726,"['quot', '@CapitalCube', '$AMGN', 'beat', 'expectations', 'with', '43', 'increase', 'in', 'sales', 'of', 'osteoporosis', 'drug', 'analysis', 'of', 'earnings', 'Rev', 'quot']",T,2014-10-28,13:31:15,Z,28499404,AMGN,"[u'suggested', u'official']",29441,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
727,"['Could', 'a', 'four-year', 'old', 'do', 'what', 'Carl', 'Icahn', 'does', 'and', 'other', 'morning', 'reads', 'for', 'Oct', '28', '$AAPL', '$MCD']",T,2014-10-28,13:31:05,Z,28499390,AAPL,"[u'suggested', u'official']",1684,213321,Fundamental,[u'Equities'],Professional,Long Term Investor,dtrainer_NewConstructs
728,"['$ZCF', 'and', '$ZWF', 'up', 'nicely', 'this', 'am', '$CORN', '$WEAT']",T,2014-10-28,13:30:42,Z,28499367,ZC_F,[u'suggested'],3188,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
729,"['$GLD', 'and', 'it', '39s', 'fall', 'from', 'grace', '$STUDY']",T,2014-10-28,13:30:31,Z,28499351,GLD,"[u'suggested', u'official']",1689,354636,,[],,,awealthofcs
